"SampleFk","TripID","StationID","CollectionDateTime","SampleType","QAQCType","QAQCMatchingSampleFk","Notes","SurfaceFk"
37787,"LP141107","LPCR-249",2014-11-05 14:45:00,"Phytoplankton",,,,5028
41804,"LP141107","LPCR-249",2014-11-05 14:45:00,"Zooplankton",,,,5028
895,"LP141107","LPCRDT04",2014-11-06 10:30:00,"Major Ions",,,,5029
14921,"LP141107","LPCRDT04",2014-11-06 10:30:00,"Nutrients",,,,5029
37788,"LP141107","LPCRDT04",2014-11-06 10:30:00,"Phytoplankton",,,,5029
41805,"LP141107","LPCRDT04",2014-11-06 10:30:00,"Zooplankton",,,,5029
41806,"LP141107","LPCR0024",2014-11-07 15:30:00,"Zooplankton",,,,5035
3812,"LP141107","LPCR0024",2014-11-07 15:30:00,"Major Ions",,,,5035
14922,"LP141107","LPCR0024",2014-11-07 15:30:00,"Nutrients",,,,5035
37789,"LP141107","LPCR0024",2014-11-07 15:30:00,"Phytoplankton",,,,5035
41807,"LP141107","LPCR0024",2014-11-07 15:30:00,"Zooplankton",,,,5035
3813,"LP141107","LPCR0024",2014-11-07 15:30:00,"Major Ions",,,,5035
14923,"LP141107","LPCR0024",2014-11-07 15:30:00,"Nutrients",,,,5035
3814,"LP141107","LPCR0024",2014-11-07 15:30:00,"Major Ions",,,,5035
14924,"LP141107","LPCR0024",2014-11-07 15:30:00,"Nutrients",,,,5035
757,"LP141210","LPCR-249",2014-12-06 11:45:00,"Major Ions",,,,5042
14925,"LP141210","LPCR-249",2014-12-06 11:45:00,"Nutrients",,,,5042
37790,"LP141210","LPCR-249",2014-12-06 11:45:00,"Phytoplankton",,,,5042
41808,"LP141210","LPCR-249",2014-12-06 11:45:00,"Zooplankton",,,,5042
947,"LP141210","LPCRDT05",2014-12-09 08:00:00,"Major Ions",,,,5043
14926,"LP141210","LPCRDT05",2014-12-09 08:00:00,"Nutrients",,,,5043
37791,"LP141210","LPCRDT05",2014-12-09 08:00:00,"Phytoplankton",,,,5043
41809,"LP141210","LPCRDT05",2014-12-09 08:00:00,"Zooplankton",,,,5043
41810,"LP141210","LPCR0024",2014-12-10 10:00:00,"Zooplankton",,,,5044
3815,"LP141210","LPCR0024",2014-12-10 10:00:00,"Major Ions",,,,5044
14927,"LP141210","LPCR0024",2014-12-10 10:00:00,"Nutrients",,,,5044
37792,"LP141210","LPCR0024",2014-12-10 10:00:00,"Phytoplankton",,,,5044
41811,"LP141210","LPCR0024",2014-12-10 10:00:00,"Zooplankton",,,,5044
3816,"LP141210","LPCR0024",2014-12-10 10:00:00,"Major Ions",,,,5044
14928,"LP141210","LPCR0024",2014-12-10 10:00:00,"Nutrients",,,,5044
3817,"LP141210","LPCR0024",2014-12-10 10:00:00,"Major Ions",,,,5044
14929,"LP141210","LPCR0024",2014-12-10 10:00:00,"Nutrients",,,,5044
1810,"LP141210","LPSJR566",2014-12-13 13:15:00,"Major Ions",,,,5045
14930,"LP141210","LPSJR566",2014-12-13 13:15:00,"Nutrients",,,,5045
41812,"LP141210","LPSJR431",2014-12-13 16:15:00,"Zooplankton",,,,5047
1782,"LP141210","LPSJR431",2014-12-13 16:15:00,"Major Ions",,,,5047
14943,"LP141210","LPSJR431",2014-12-13 16:15:00,"Nutrients",,,,5047
37793,"LP141210","LPSJR431",2014-12-13 16:15:00,"Phytoplankton",,,,5047
1783,"LP141210","LPSJR431",2014-12-13 16:15:00,"Major Ions",,,,5047
14944,"LP141210","LPSJR431",2014-12-13 16:15:00,"Nutrients",,,,5047
41813,"LP141210","LPSJR193",2014-12-14 09:10:00,"Zooplankton",,,,5049
1572,"LP141210","LPSJR193",2014-12-14 09:10:00,"Major Ions",,,,5049
14945,"LP141210","LPSJR193",2014-12-14 09:10:00,"Nutrients",,,,5049
37794,"LP141210","LPSJR193",2014-12-14 09:10:00,"Phytoplankton",,,,5049
1573,"LP141210","LPSJR193",2014-12-14 09:10:00,"Major Ions",,,,5049
14946,"LP141210","LPSJR193",2014-12-14 09:10:00,"Nutrients",,,,5049
552,"LP141210","LPCR2387",2014-12-14 15:45:00,"Major Ions",,,,5051
14947,"LP141210","LPCR2387",2014-12-14 15:45:00,"Nutrients",,,,5051
41814,"LP141210","LPCR2085",2014-12-15 08:40:00,"Zooplankton",,,,5053
354,"LP141210","LPCR2085",2014-12-15 08:40:00,"Major Ions",,,,5053
14948,"LP141210","LPCR2085",2014-12-15 08:40:00,"Nutrients",,,,5053
37795,"LP141210","LPCR2085",2014-12-15 08:40:00,"Phytoplankton",,,,5053
355,"LP141210","LPCR2085",2014-12-15 08:40:00,"Major Ions",,,,5053
14937,"LP141210","LPCR2085",2014-12-15 08:40:00,"Nutrients",,,,5053
41815,"LP141210","LPCR1679",2014-12-15 12:25:00,"Zooplankton",,,,5055
37,"LP141210","LPCR1679",2014-12-15 12:25:00,"Major Ions",,,,5055
14938,"LP141210","LPCR1679",2014-12-15 12:25:00,"Nutrients",,,,5055
37796,"LP141210","LPCR1679",2014-12-15 12:25:00,"Phytoplankton",,,,5055
38,"LP141210","LPCR1679",2014-12-15 12:25:00,"Major Ions",,,,5055
14939,"LP141210","LPCR1679",2014-12-15 12:25:00,"Nutrients",,,,5055
41816,"LP141210","LPCR1169",2014-12-15 15:40:00,"Zooplankton",,,,5058
4533,"LP141210","LPCR1169",2014-12-15 15:40:00,"Major Ions",,,,5058
14940,"LP141210","LPCR1169",2014-12-15 15:40:00,"Nutrients",,,,5058
37797,"LP141210","LPCR1169",2014-12-15 15:40:00,"Phytoplankton",,,,5058
4534,"LP141210","LPCR1169",2014-12-15 15:40:00,"Major Ions",,,,5058
14941,"LP141210","LPCR1169",2014-12-15 15:40:00,"Nutrients",,,,5058
1262,"LP141210","LPESC245",2014-12-16 08:50:00,"Major Ions",,,,5061
14942,"LP141210","LPESC245",2014-12-16 08:50:00,"Nutrients",,,,5061
41817,"LP141210","LPESC119",2014-12-16 10:00:00,"Zooplankton",,,,5063
1231,"LP141210","LPESC119",2014-12-16 10:00:00,"Major Ions",,,,5063
14931,"LP141210","LPESC119",2014-12-16 10:00:00,"Nutrients",,,,5063
37798,"LP141210","LPESC119",2014-12-16 10:00:00,"Phytoplankton",,,,5063
1232,"LP141210","LPESC119",2014-12-16 10:00:00,"Major Ions",,,,5063
14932,"LP141210","LPESC119",2014-12-16 10:00:00,"Nutrients",,,,5063
41818,"LP141210","LPCR0905",2014-12-16 12:20:00,"Zooplankton",,,,5065
4318,"LP141210","LPCR0905",2014-12-16 12:20:00,"Major Ions",,,,5065
14933,"LP141210","LPCR0905",2014-12-16 12:20:00,"Nutrients",,,,5065
37799,"LP141210","LPCR0905",2014-12-16 12:20:00,"Phytoplankton",,,,5065
4319,"LP141210","LPCR0905",2014-12-16 12:20:00,"Major Ions",,,,5065
14934,"LP141210","LPCR0905",2014-12-16 12:20:00,"Nutrients",,,,5065
41819,"LP141210","LPCR0453",2014-12-16 14:05:00,"Zooplankton",,,,5066
4093,"LP141210","LPCR0453",2014-12-16 14:05:00,"Major Ions",,,,5066
14935,"LP141210","LPCR0453",2014-12-16 14:05:00,"Nutrients",,,,5066
37800,"LP141210","LPCR0453",2014-12-16 14:05:00,"Phytoplankton",,,,5066
4094,"LP141210","LPCR0453",2014-12-16 14:05:00,"Major Ions",,,,5066
14936,"LP141210","LPCR0453",2014-12-16 14:05:00,"Nutrients",,,,5066
758,"LP150122","LPCR-249",2015-01-20 10:00:00,"Major Ions",,,,5069
14952,"LP150122","LPCR-249",2015-01-20 10:00:00,"Nutrients",,,,5069
37801,"LP150122","LPCR-249",2015-01-20 10:00:00,"Phytoplankton",,,,5069
41820,"LP150122","LPCR-249",2015-01-20 10:00:00,"Zooplankton",,,,5069
948,"LP150122","LPCRDT05",2015-01-21 09:00:00,"Major Ions",,,,5070
14953,"LP150122","LPCRDT05",2015-01-21 09:00:00,"Nutrients",,,,5070
37802,"LP150122","LPCRDT05",2015-01-21 09:00:00,"Phytoplankton",,,,5070
41821,"LP150122","LPCRDT05",2015-01-21 09:00:00,"Zooplankton",,,,5070
41822,"LP150122","LPCR0024",2015-01-22 10:45:00,"Zooplankton",,,,5071
3818,"LP150122","LPCR0024",2015-01-22 10:45:00,"Major Ions",,,,5071
14949,"LP150122","LPCR0024",2015-01-22 10:45:00,"Nutrients",,,,5071
37803,"LP150122","LPCR0024",2015-01-22 10:45:00,"Phytoplankton",,,,5071
41823,"LP150122","LPCR0024",2015-01-22 10:45:00,"Zooplankton",,,,5071
3819,"LP150122","LPCR0024",2015-01-22 10:45:00,"Major Ions",,,,5071
14950,"LP150122","LPCR0024",2015-01-22 10:45:00,"Nutrients",,,,5071
3820,"LP150122","LPCR0024",2015-01-22 10:45:00,"Major Ions",,,,5071
14951,"LP150122","LPCR0024",2015-01-22 10:45:00,"Nutrients",,,,5071
759,"LP150220","LPCR-249",2015-02-18 09:20:00,"Major Ions",,,,5072
14954,"LP150220","LPCR-249",2015-02-18 09:20:00,"Nutrients",,,,5072
37804,"LP150220","LPCR-249",2015-02-18 09:20:00,"Phytoplankton",,,,5072
41824,"LP150220","LPCR-249",2015-02-18 09:20:00,"Zooplankton",,,,5072
896,"LP150220","LPCRDT04",2015-02-19 08:15:00,"Major Ions",,,,5073
14955,"LP150220","LPCRDT04",2015-02-19 08:15:00,"Nutrients",,,,5073
37805,"LP150220","LPCRDT04",2015-02-19 08:15:00,"Phytoplankton",,,,5073
41825,"LP150220","LPCRDT04",2015-02-19 08:15:00,"Zooplankton",,,,5073
41826,"LP150220","LPCR0024",2015-02-20 09:20:00,"Zooplankton",,,,5074
3821,"LP150220","LPCR0024",2015-02-20 09:20:00,"Major Ions",,,,5074
14956,"LP150220","LPCR0024",2015-02-20 09:20:00,"Nutrients",,,,5074
37806,"LP150220","LPCR0024",2015-02-20 09:20:00,"Phytoplankton",,,,5074
41827,"LP150220","LPCR0024",2015-02-20 09:20:00,"Zooplankton",,,,5074
3822,"LP150220","LPCR0024",2015-02-20 09:20:00,"Major Ions",,,,5074
14957,"LP150220","LPCR0024",2015-02-20 09:20:00,"Nutrients",,,,5074
3823,"LP150220","LPCR0024",2015-02-20 09:20:00,"Major Ions",,,,5074
14958,"LP150220","LPCR0024",2015-02-20 09:20:00,"Nutrients",,,,5074
760,"LP150312","LPCR-249",2015-03-10 10:30:00,"Major Ions",,,,5075
14959,"LP150312","LPCR-249",2015-03-10 10:30:00,"Nutrients",,,,5075
37807,"LP150312","LPCR-249",2015-03-10 10:30:00,"Phytoplankton",,,,5075
41828,"LP150312","LPCR-249",2015-03-10 10:30:00,"Zooplankton",,,,5075
848,"LP150312","LPCRDT01",2015-03-11 00:00:00,"Major Ions",,,,5076
14960,"LP150312","LPCRDT01",2015-03-11 00:00:00,"Nutrients",,,,5076
37808,"LP150312","LPCRDT01",2015-03-11 00:00:00,"Phytoplankton",,,,5076
41829,"LP150312","LPCRDT01",2015-03-11 00:00:00,"Zooplankton",,,,5076
41830,"LP150312","LPCR0024",2015-03-12 10:30:00,"Zooplankton",,,,5077
3824,"LP150312","LPCR0024",2015-03-12 10:30:00,"Major Ions",,,,5077
14961,"LP150312","LPCR0024",2015-03-12 10:30:00,"Nutrients",,,,5077
37809,"LP150312","LPCR0024",2015-03-12 10:30:00,"Phytoplankton",,,,5077
41831,"LP150312","LPCR0024",2015-03-12 10:30:00,"Zooplankton",,,,5077
3825,"LP150312","LPCR0024",2015-03-12 10:30:00,"Major Ions",,,,5077
14962,"LP150312","LPCR0024",2015-03-12 10:30:00,"Nutrients",,,,5077
3826,"LP150312","LPCR0024",2015-03-12 10:30:00,"Major Ions",,,,5077
14963,"LP150312","LPCR0024",2015-03-12 10:30:00,"Nutrients",,,,5077
41832,"LP150312","LPCR0453",2015-03-12 14:20:00,"Zooplankton",,,,5079
4095,"LP150312","LPCR0453",2015-03-12 14:20:00,"Major Ions",,,,5079
14964,"LP150312","LPCR0453",2015-03-12 14:20:00,"Nutrients",,,,5079
37810,"LP150312","LPCR0453",2015-03-12 14:20:00,"Phytoplankton",,,,5079
4096,"LP150312","LPCR0453",2015-03-12 14:20:00,"Major Ions",,,,5079
14983,"LP150312","LPCR0453",2015-03-12 14:20:00,"Nutrients",,,,5079
4097,"LP150312","LPCR0453",2015-03-12 14:20:00,"Major Ions",,,,5079
14984,"LP150312","LPCR0453",2015-03-12 14:20:00,"Nutrients",,,,5079
41833,"LP150312","LPCR0905",2015-03-13 07:50:00,"Zooplankton",,,,5080
4320,"LP150312","LPCR0905",2015-03-13 07:50:00,"Major Ions",,,,5080
14985,"LP150312","LPCR0905",2015-03-13 07:50:00,"Nutrients",,,,5080
37811,"LP150312","LPCR0905",2015-03-13 07:50:00,"Phytoplankton",,,,5080
4321,"LP150312","LPCR0905",2015-03-13 07:50:00,"Major Ions",,,,5080
14986,"LP150312","LPCR0905",2015-03-13 07:50:00,"Nutrients",,,,5080
4322,"LP150312","LPCR0905",2015-03-13 07:50:00,"Major Ions",,,,5080
14987,"LP150312","LPCR0905",2015-03-13 07:50:00,"Nutrients",,,,5080
41834,"LP150312","LPSJR193",2015-03-13 10:50:00,"Zooplankton",,,,5083
1574,"LP150312","LPSJR193",2015-03-13 10:50:00,"Major Ions",,,,5083
14988,"LP150312","LPSJR193",2015-03-13 10:50:00,"Nutrients",,,,5083
37812,"LP150312","LPSJR193",2015-03-13 10:50:00,"Phytoplankton",,,,5083
1575,"LP150312","LPSJR193",2015-03-13 10:50:00,"Major Ions",,,,5083
14977,"LP150312","LPSJR193",2015-03-13 10:50:00,"Nutrients",,,,5083
1576,"LP150312","LPSJR193",2015-03-13 10:50:00,"Major Ions",,,,5083
14978,"LP150312","LPSJR193",2015-03-13 10:50:00,"Nutrients",,,,5083
41835,"LP150312","LPSJR431",2015-03-13 13:10:00,"Zooplankton",,,,5085
1784,"LP150312","LPSJR431",2015-03-13 13:10:00,"Major Ions",,,,5085
14979,"LP150312","LPSJR431",2015-03-13 13:10:00,"Nutrients",,,,5085
37813,"LP150312","LPSJR431",2015-03-13 13:10:00,"Phytoplankton",,,,5085
1785,"LP150312","LPSJR431",2015-03-13 13:10:00,"Major Ions",,,,5085
14980,"LP150312","LPSJR431",2015-03-13 13:10:00,"Nutrients",,,,5085
1786,"LP150312","LPSJR431",2015-03-13 13:10:00,"Major Ions",,,,5085
14981,"LP150312","LPSJR431",2015-03-13 13:10:00,"Nutrients",,,,5085
1804,"LP150312","LPSJR530",2015-03-13 14:10:00,"Major Ions",,,,5086
14982,"LP150312","LPSJR530",2015-03-13 14:10:00,"Nutrients",,,,5086
41836,"LP150312","LPCR1169",2015-03-13 17:10:00,"Zooplankton",,,,5088
4535,"LP150312","LPCR1169",2015-03-13 17:10:00,"Major Ions",,,,5088
14971,"LP150312","LPCR1169",2015-03-13 17:10:00,"Nutrients",,,,5088
37814,"LP150312","LPCR1169",2015-03-13 17:10:00,"Phytoplankton",,,,5088
4536,"LP150312","LPCR1169",2015-03-13 17:10:00,"Major Ions",,,,5088
14972,"LP150312","LPCR1169",2015-03-13 17:10:00,"Nutrients",,,,5088
4537,"LP150312","LPCR1169",2015-03-13 17:10:00,"Major Ions",,,,5088
14973,"LP150312","LPCR1169",2015-03-13 17:10:00,"Nutrients",,,,5088
41837,"LP150312","LPCR1679",2015-03-14 10:10:00,"Zooplankton",,,,5091
39,"LP150312","LPCR1679",2015-03-14 10:10:00,"Major Ions",,,,5091
14974,"LP150312","LPCR1679",2015-03-14 10:10:00,"Nutrients",,,,5091
37815,"LP150312","LPCR1679",2015-03-14 10:10:00,"Phytoplankton",,,,5091
40,"LP150312","LPCR1679",2015-03-14 10:10:00,"Major Ions",,,,5091
14975,"LP150312","LPCR1679",2015-03-14 10:10:00,"Nutrients",,,,5091
41,"LP150312","LPCR1679",2015-03-14 10:10:00,"Major Ions",,,,5091
14976,"LP150312","LPCR1679",2015-03-14 10:10:00,"Nutrients",,,,5091
41838,"LP150312","LPCR2085",2015-03-14 15:00:00,"Zooplankton",,,,5094
356,"LP150312","LPCR2085",2015-03-14 15:00:00,"Major Ions",,,,5094
14965,"LP150312","LPCR2085",2015-03-14 15:00:00,"Nutrients",,,,5094
37816,"LP150312","LPCR2085",2015-03-14 15:00:00,"Phytoplankton",,,,5094
357,"LP150312","LPCR2085",2015-03-14 15:00:00,"Major Ions",,,,5094
14966,"LP150312","LPCR2085",2015-03-14 15:00:00,"Nutrients",,,,5094
553,"LP150312","LPCR2387",2015-03-15 07:20:00,"Major Ions",,,,5096
14967,"LP150312","LPCR2387",2015-03-15 07:20:00,"Nutrients",,,,5096
1251,"LP150312","LPESC232",2015-03-15 14:50:00,"Major Ions",,,,5097
14968,"LP150312","LPESC232",2015-03-15 14:50:00,"Nutrients",,,,5097
41839,"LP150312","LPESC119",2015-03-15 15:40:00,"Zooplankton",,,,5099
1233,"LP150312","LPESC119",2015-03-15 15:40:00,"Major Ions",,,,5099
14969,"LP150312","LPESC119",2015-03-15 15:40:00,"Nutrients",,,,5099
37817,"LP150312","LPESC119",2015-03-15 15:40:00,"Phytoplankton",,,,5099
1234,"LP150312","LPESC119",2015-03-15 15:40:00,"Major Ions",,,,5099
14970,"LP150312","LPESC119",2015-03-15 15:40:00,"Nutrients",,,,5099
897,"LP150409","LPCRDT04",2015-04-06 09:30:00,"Major Ions",,,,5102
14990,"LP150409","LPCRDT04",2015-04-06 09:30:00,"Nutrients",,,,5102
37818,"LP150409","LPCRDT04",2015-04-06 09:30:00,"Phytoplankton",,,,5102
41840,"LP150409","LPCRDT04",2015-04-06 09:30:00,"Zooplankton",,,,5102
41841,"LP150409","LPCR0024",2015-04-09 09:40:00,"Zooplankton",,,,5103
3827,"LP150409","LPCR0024",2015-04-09 09:40:00,"Major Ions",,,,5103
14991,"LP150409","LPCR0024",2015-04-09 09:40:00,"Nutrients",,,,5103
37819,"LP150409","LPCR0024",2015-04-09 09:40:00,"Phytoplankton",,,,5103
41842,"LP150409","LPCR0024",2015-04-09 09:40:00,"Zooplankton",,,,5103
3828,"LP150409","LPCR0024",2015-04-09 09:40:00,"Major Ions",,,,5103
14992,"LP150409","LPCR0024",2015-04-09 09:40:00,"Nutrients",,,,5103
3829,"LP150409","LPCR0024",2015-04-09 09:40:00,"Major Ions",,,,5103
14993,"LP150409","LPCR0024",2015-04-09 09:40:00,"Nutrients",,,,5103
761,"LP150409","LPCR-249",2015-04-09 15:30:00,"Major Ions",,,,5104
14989,"LP150409","LPCR-249",2015-04-09 15:30:00,"Nutrients",,,,5104
37820,"LP150409","LPCR-249",2015-04-09 15:30:00,"Phytoplankton",,,,5104
41843,"LP150409","LPCR-249",2015-04-09 15:30:00,"Zooplankton",,,,5104
762,"LP150512","LPCR-249",2015-05-11 16:30:00,"Major Ions",,,,5105
14994,"LP150512","LPCR-249",2015-05-11 16:30:00,"Nutrients",,,,5105
37821,"LP150512","LPCR-249",2015-05-11 16:30:00,"Phytoplankton",,,,5105
41844,"LP150512","LPCR-249",2015-05-11 16:30:00,"Zooplankton",,,,5105
898,"LP150512","LPCRDT04",2015-05-12 07:30:00,"Major Ions",,,,5106
14995,"LP150512","LPCRDT04",2015-05-12 07:30:00,"Nutrients",,,,5106
37822,"LP150512","LPCRDT04",2015-05-12 07:30:00,"Phytoplankton",,,,5106
41845,"LP150512","LPCRDT04",2015-05-12 07:30:00,"Zooplankton",,,,5106
41846,"LP150512","LPCR0024",2015-05-12 11:00:00,"Zooplankton",,,,5107
3830,"LP150512","LPCR0024",2015-05-12 11:00:00,"Major Ions",,,,5107
14996,"LP150512","LPCR0024",2015-05-12 11:00:00,"Nutrients",,,,5107
37823,"LP150512","LPCR0024",2015-05-12 11:00:00,"Phytoplankton",,,,5107
41847,"LP150512","LPCR0024",2015-05-12 11:00:00,"Zooplankton",,,,5107
3831,"LP150512","LPCR0024",2015-05-12 11:00:00,"Major Ions",,,,5107
14997,"LP150512","LPCR0024",2015-05-12 11:00:00,"Nutrients",,,,5107
3832,"LP150512","LPCR0024",2015-05-12 11:00:00,"Major Ions",,,,5107
14998,"LP150512","LPCR0024",2015-05-12 11:00:00,"Nutrients",,,,5107
41848,"LP150512","LPCR0453",2015-05-12 15:00:00,"Zooplankton",,,,5109
4098,"LP150512","LPCR0453",2015-05-12 15:00:00,"Major Ions",,,,5109
14999,"LP150512","LPCR0453",2015-05-12 15:00:00,"Nutrients",,,,5109
37824,"LP150512","LPCR0453",2015-05-12 15:00:00,"Phytoplankton",,,,5109
4099,"LP150512","LPCR0453",2015-05-12 15:00:00,"Major Ions",,,,5109
15011,"LP150512","LPCR0453",2015-05-12 15:00:00,"Nutrients",,,,5109
41849,"LP150512","LPCR0905",2015-05-12 18:00:00,"Zooplankton",,,,5110
4323,"LP150512","LPCR0905",2015-05-12 18:00:00,"Major Ions",,,,5110
15012,"LP150512","LPCR0905",2015-05-12 18:00:00,"Nutrients",,,,5110
37825,"LP150512","LPCR0905",2015-05-12 18:00:00,"Phytoplankton",,,,5110
4324,"LP150512","LPCR0905",2015-05-12 18:00:00,"Major Ions",,,,5110
15013,"LP150512","LPCR0905",2015-05-12 18:00:00,"Nutrients",,,,5110
41850,"LP150512","LPSJR193",2015-05-13 07:20:00,"Zooplankton",,,,5113
1577,"LP150512","LPSJR193",2015-05-13 07:20:00,"Major Ions",,,,5113
15014,"LP150512","LPSJR193",2015-05-13 07:20:00,"Nutrients",,,,5113
37826,"LP150512","LPSJR193",2015-05-13 07:20:00,"Phytoplankton",,,,5113
1578,"LP150512","LPSJR193",2015-05-13 07:20:00,"Major Ions",,,,5113
15015,"LP150512","LPSJR193",2015-05-13 07:20:00,"Nutrients",,,,5113
41851,"LP150512","LPSJR431",2015-05-13 09:00:00,"Zooplankton",,,,5115
1787,"LP150512","LPSJR431",2015-05-13 09:00:00,"Major Ions",,,,5115
15016,"LP150512","LPSJR431",2015-05-13 09:00:00,"Nutrients",,,,5115
37827,"LP150512","LPSJR431",2015-05-13 09:00:00,"Phytoplankton",,,,5115
1788,"LP150512","LPSJR431",2015-05-13 09:00:00,"Major Ions",,,,5115
15005,"LP150512","LPSJR431",2015-05-13 09:00:00,"Nutrients",,,,5115
1805,"LP150512","LPSJR530",2015-05-13 09:55:00,"Major Ions",,,,5116
15006,"LP150512","LPSJR530",2015-05-13 09:55:00,"Nutrients",,,,5116
41852,"LP150512","LPCR1169",2015-05-13 13:10:00,"Zooplankton",,,,5118
4538,"LP150512","LPCR1169",2015-05-13 13:10:00,"Major Ions",,,,5118
15007,"LP150512","LPCR1169",2015-05-13 13:10:00,"Nutrients",,,,5118
37828,"LP150512","LPCR1169",2015-05-13 13:10:00,"Phytoplankton",,,,5118
4539,"LP150512","LPCR1169",2015-05-13 13:10:00,"Major Ions",,,,5118
15008,"LP150512","LPCR1169",2015-05-13 13:10:00,"Nutrients",,,,5118
41853,"LP150512","LPCR1679",2015-05-14 06:20:00,"Zooplankton",,,,5121
42,"LP150512","LPCR1679",2015-05-14 06:20:00,"Major Ions",,,,5121
15009,"LP150512","LPCR1679",2015-05-14 06:20:00,"Nutrients",,,,5121
37829,"LP150512","LPCR1679",2015-05-14 06:20:00,"Phytoplankton",,,,5121
43,"LP150512","LPCR1679",2015-05-14 06:20:00,"Major Ions",,,,5121
15010,"LP150512","LPCR1679",2015-05-14 06:20:00,"Nutrients",,,,5121
378,"LP150512","LPCR2380",2015-05-14 09:50:00,"Major Ions",,,,5122
15000,"LP150512","LPCR2380",2015-05-14 09:50:00,"Nutrients",,,,5122
41854,"LP150512","LPCR2085",2015-05-14 11:35:00,"Zooplankton",,,,5125
358,"LP150512","LPCR2085",2015-05-14 11:35:00,"Major Ions",,,,5125
15001,"LP150512","LPCR2085",2015-05-14 11:35:00,"Nutrients",,,,5125
37830,"LP150512","LPCR2085",2015-05-14 11:35:00,"Phytoplankton",,,,5125
359,"LP150512","LPCR2085",2015-05-14 11:35:00,"Major Ions",,,,5125
15002,"LP150512","LPCR2085",2015-05-14 11:35:00,"Nutrients",,,,5125
41855,"LP150512","LPESC119",2015-05-15 07:10:00,"Zooplankton",,,,5130
17493,"LP150512","LPESC119",2015-05-15 07:10:00,"Major Ions","D",1235,,5130
1235,"LP150512","LPESC119",2015-05-15 07:10:00,"Major Ions",,,,5130
18339,"LP150512","LPESC119",2015-05-15 07:10:00,"Nutrients","D",15003,,5130
15003,"LP150512","LPESC119",2015-05-15 07:10:00,"Nutrients",,,,5130
37831,"LP150512","LPESC119",2015-05-15 07:10:00,"Phytoplankton",,,,5130
41856,"LP150512","LPESC119",2015-05-15 07:10:00,"Zooplankton",,,,5130
1236,"LP150512","LPESC119",2015-05-15 07:10:00,"Major Ions",,,,5130
15004,"LP150512","LPESC119",2015-05-15 07:10:00,"Nutrients",,,,5130
41857,"LP150626","LPCR0024",2015-06-26 14:00:00,"Zooplankton",,,,5134
3833,"LP150626","LPCR0024",2015-06-26 14:00:00,"Major Ions",,,,5134
15017,"LP150626","LPCR0024",2015-06-26 14:00:00,"Nutrients",,,,5134
37832,"LP150626","LPCR0024",2015-06-26 14:00:00,"Phytoplankton",,,,5134
41858,"LP150626","LPCR0024",2015-06-26 14:00:00,"Zooplankton",,,,5134
3834,"LP150626","LPCR0024",2015-06-26 14:00:00,"Major Ions",,,,5134
15018,"LP150626","LPCR0024",2015-06-26 14:00:00,"Nutrients",,,,5134
3835,"LP150626","LPCR0024",2015-06-26 14:00:00,"Major Ions",,,,5134
15019,"LP150626","LPCR0024",2015-06-26 14:00:00,"Nutrients",,,,5134
763,"LP150626","LPCR-249",2015-06-29 08:00:00,"Major Ions",,,,5135
15020,"LP150626","LPCR-249",2015-06-29 08:00:00,"Nutrients",,,,5135
37833,"LP150626","LPCR-249",2015-06-29 08:00:00,"Phytoplankton",,,,5135
41859,"LP150626","LPCR-249",2015-06-29 08:00:00,"Zooplankton",,,,5135
899,"LP150626","LPCRDT04",2015-07-01 07:40:00,"Major Ions",,,,5136
15021,"LP150626","LPCRDT04",2015-07-01 07:40:00,"Nutrients",,,,5136
37834,"LP150626","LPCRDT04",2015-07-01 07:40:00,"Phytoplankton",,,,5136
41860,"LP150626","LPCRDT04",2015-07-01 07:40:00,"Zooplankton",,,,5136
41861,"LP150804","LPCR0024",2015-08-04 12:30:00,"Zooplankton",,,,5137
3836,"LP150804","LPCR0024",2015-08-04 12:30:00,"Major Ions",,,,5137
15022,"LP150804","LPCR0024",2015-08-04 12:30:00,"Nutrients",,,,5137
37835,"LP150804","LPCR0024",2015-08-04 12:30:00,"Phytoplankton",,,,5137
41862,"LP150804","LPCR0024",2015-08-04 12:30:00,"Zooplankton",,,,5137
3837,"LP150804","LPCR0024",2015-08-04 12:30:00,"Major Ions",,,,5137
15023,"LP150804","LPCR0024",2015-08-04 12:30:00,"Nutrients",,,,5137
3838,"LP150804","LPCR0024",2015-08-04 12:30:00,"Major Ions",,,,5137
15024,"LP150804","LPCR0024",2015-08-04 12:30:00,"Nutrients",,,,5137
900,"LP150804","LPCRDT04",2015-08-05 10:30:00,"Major Ions",,,,5138
15025,"LP150804","LPCRDT04",2015-08-05 10:30:00,"Nutrients",,,,5138
37836,"LP150804","LPCRDT04",2015-08-05 10:30:00,"Phytoplankton",,,,5138
41863,"LP150804","LPCRDT04",2015-08-05 10:30:00,"Zooplankton",,,,5138
764,"LP150804","LPCR-249",2015-08-05 13:00:00,"Major Ions",,,,5139
15026,"LP150804","LPCR-249",2015-08-05 13:00:00,"Nutrients",,,,5139
37837,"LP150804","LPCR-249",2015-08-05 13:00:00,"Phytoplankton",,,,5139
41864,"LP150804","LPCR-249",2015-08-05 13:00:00,"Zooplankton",,,,5139
1033,"LP151012","LPCRDT07",2015-10-07 10:15:00,"Major Ions",,,,5140
15031,"LP151012","LPCRDT07",2015-10-07 10:15:00,"Nutrients",,,,5140
